invoice-number;branch;city;type-user;gender;category;cost of goods sold;sale;date;time;payment;review
642-61-4706;B;Chicago;Member;Male;Food and beverages;$ 1.868;$ 19.614;3/30/2019;16:34;Cash;5.5
576-31-4774;B;Chicago;Normal;Female;Health and beauty;$ 22.023;$ 2.312.415;3/2/2019;13:10;Ewallet;4
556-41-6224;C;Houston;Normal;Male;Health and beauty;$ 26.912;$ 282.576;2/15/2019;17:10;Credit card;9.3
811-03-8790;A;Nueva York;Normal;Female;Electronic accessories;$ 4.548;$ 47.754;3/1/2019;10:22;Credit card;4.8
242-11-3142;B;Chicago;Member;Male;Fashion accessories;$ 16.754;$ 175.917;2/24/2019;19:57;Cash;4.6
752-23-3760;B;Chicago;Member;Female;Sports and travel;$ 44.856;$ 470.988;2/19/2019;19:29;Credit card;7.3
274-05-5470;A;Nueva York;Member;Female;Food and beverages;$ 29.388;$ 308.574;2/23/2019;18:30;Cash;6
648-94-3045;C;Houston;Normal;Male;Health and beauty;$ 5.895;$ 618.975;2/7/2019;14:27;Ewallet;8.1
130-67-4723;A;Nueva York;Member;Male;Food and beverages;$ 291;$ 30.555;1/11/2019;13:57;Ewallet;9.4
528-87-5606;B;Chicago;Member;Female;Electronic accessories;$ 3.948;$ 41.454;2/12/2019;19:43;Cash;6.5
320-85-2052;B;Chicago;Normal;Female;Sports and travel;$ 3.481;$ 365.505;1/14/2019;10:11;Credit card;7
370-96-0655;C;Houston;Normal;Female;Fashion accessories;$ 29.592;$ 310.716;1/9/2019;13:46;Ewallet;7.1
105-10-6182;A;Nueva York;Member;Male;Fashion accessories;$ 4.296;$ 45.108;2/27/2019;12:22;Ewallet;6.6
510-79-0415;B;Chicago;Member;Female;Sports and travel;$ 13.848;$ 145.404;1/24/2019;19:20;Ewallet;4.9
241-96-5076;B;Chicago;Member;Female;Home and lifestyle;$ 982;$ 10.311;1/8/2019;12:58;Credit card;6.4
767-97-4650;B;Chicago;Member;Female;Sports and travel;$ 12.966;$ 136.143;1/8/2019;11:59;Credit card;8
648-83-1321;A;Nueva York;Member;Male;Home and lifestyle;$ 6.356;$ 66.738;1/16/2019;17:59;Cash;4.3
173-57-2300;C;Houston;Member;Male;Sports and travel;$ 14.576;$ 153.048;3/13/2019;12:51;Cash;6.1
305-03-2383;A;Nueva York;Normal;Female;Food and beverages;$ 2.013;$ 211.365;2/15/2019;10:36;Cash;7.5
394-55-6384;C;Houston;Member;Female;Sports and travel;$ 63.171;$ 6.632.955;1/25/2019;13:38;Cash;6.7
266-20-6657;C;Houston;Member;Male;Food and beverages;$ 38.528;$ 404.544;3/12/2019;19:39;Ewallet;5.2
689-05-1884;A;Nueva York;Member;Male;Health and beauty;$ 4.863;$ 510.615;3/4/2019;12:44;Cash;8.8
196-01-2849;C;Houston;Member;Female;Fashion accessories;$ 51.366;$ 539.343;2/10/2019;13:56;Cash;9.5
372-62-5264;C;Houston;Normal;Female;Food and beverages;$ 4.734;$ 49.707;1/16/2019;14:42;Cash;7.6
800-09-8606;A;Nueva York;Member;Female;Home and lifestyle;$ 43.685;$ 4.586.925;1/29/2019;19:45;Cash;6.6
182-52-7000;A;Nueva York;Member;Female;Sports and travel;$ 10.816;$ 113.568;1/1/2019;20:26;Ewallet;6.9
826-58-8051;B;Chicago;Normal;Male;Home and lifestyle;$ 24.876;$ 261.198;1/6/2019;19:46;Ewallet;4.3
868-06-0466;A;Nueva York;Member;Male;Electronic accessories;$ 62.622;$ 657.531;2/19/2019;19:38;Credit card;7.8
751-41-9720;C;Houston;Normal;Male;Home and lifestyle;$ 975;$ 102.375;1/12/2019;16:18;Ewallet;8
626-43-7888;C;Houston;Normal;Female;Fashion accessories;$ 48.328;$ 507.444;2/7/2019;12:23;Ewallet;9.6
176-64-7711;B;Chicago;Normal;Male;Food and beverages;$ 9.696;$ 101.808;3/27/2019;19:11;Credit card;4.3
191-29-0321;B;Chicago;Member;Female;Fashion accessories;$ 1.977;$ 207.585;2/27/2019;18:57;Credit card;5
729-06-2010;B;Chicago;Member;Male;Health and beauty;$ 72.423;$ 7.604.415;1/6/2019;11:18;Cash;9.2
640-48-5028;B;Chicago;Member;Female;Home and lifestyle;$ 79.551;$ 8.352.855;3/2/2019;12:40;Cash;6.3
186-79-9562;B;Chicago;Normal;Male;Health and beauty;$ 50.239;$ 5.275.095;3/29/2019;14:06;Cash;8.9
834-45-5519;B;Chicago;Normal;Female;Electronic accessories;$ 172;$ 1.806;1/31/2019;20:48;Ewallet;7.6
162-65-8559;C;Houston;Member;Male;Food and beverages;$ 6.898;$ 72.429;1/21/2019;20:13;Cash;4.8
760-27-5490;C;Houston;Normal;Male;Fashion accessories;$ 12.496;$ 131.208;1/20/2019;20:37;Ewallet;9.1
445-30-9252;A;Nueva York;Normal;Male;Sports and travel;$ 771;$ 80.955;1/17/2019;17:59;Ewallet;6.1
786-94-2700;A;Nueva York;Member;Male;Food and beverages;$ 48.372;$ 507.906;2/28/2019;20:18;Cash;9.1
728-88-7867;C;Houston;Member;Female;Home and lifestyle;$ 30.212;$ 317.226;3/19/2019;15:52;Ewallet;8.3
183-21-3799;C;Houston;Normal;Female;Electronic accessories;$ 69.867;$ 7.336.035;2/19/2019;15:14;Ewallet;7.2
268-20-3585;C;Houston;Normal;Female;Health and beauty;$ 12.465;$ 1.308.825;2/4/2019;12:50;Ewallet;6
735-32-9839;C;Houston;Member;Male;Fashion accessories;$ 7.896;$ 82.908;1/31/2019;10:36;Ewallet;8.5
258-92-7466;A;Nueva York;Normal;Female;Health and beauty;$ 1.784;$ 18.732;2/6/2019;18:33;Credit card;6.6
857-16-3520;A;Nueva York;Member;Female;Fashion accessories;$ 50.022;$ 525.231;3/28/2019;16:06;Ewallet;4.5
482-17-1179;A;Nueva York;Member;Male;Electronic accessories;$ 3.582;$ 37.611;1/19/2019;12:47;Credit card;8.1
788-21-5741;A;Nueva York;Normal;Male;Fashion accessories;$ 13.614;$ 142.947;2/17/2019;13:34;Credit card;7.2
821-14-9046;B;Chicago;Member;Female;Fashion accessories;$ 10.488;$ 110.124;1/18/2019;15:04;Credit card;6.1
418-05-0656;B;Chicago;Normal;Female;Fashion accessories;$ 17.892;$ 187.866;2/2/2019;20:42;Cash;7.1
678-79-0726;C;Houston;Member;Female;Sports and travel;$ 81.567;$ 8.564.535;1/18/2019;15:28;Cash;5.1
776-68-1096;B;Chicago;Normal;Male;Home and lifestyle;$ 13.236;$ 138.978;3/18/2019;13:45;Credit card;7.9
592-46-1692;C;Houston;Member;Female;Food and beverages;$ 25.739;$ 2.702.595;1/11/2019;20:10;Cash;7.4
434-35-9162;B;Chicago;Member;Male;Food and beverages;$ 9.336;$ 98.028;2/4/2019;18:53;Ewallet;7.4
149-14-0304;C;Houston;Member;Female;Health and beauty;$ 228;$ 2.394;2/6/2019;14:24;Cash;6.6
442-44-6497;C;Houston;Member;Male;Home and lifestyle;$ 16.671;$ 1.750.455;1/8/2019;11:42;Credit card;5.9
174-64-0215;B;Chicago;Normal;Male;Sports and travel;$ 6.974;$ 73.227;3/5/2019;17:49;Credit card;8.9
210-74-9613;C;Houston;Normal;Male;Fashion accessories;$ 38.904;$ 408.492;3/16/2019;15:33;Ewallet;6.8
299-29-0180;B;Chicago;Member;Female;Home and lifestyle;$ 36.526;$ 383.523;3/9/2019;10:54;Cash;9.3
247-11-2470;A;Nueva York;Member;Female;Fashion accessories;$ 8.928;$ 93.744;3/1/2019;16:23;Credit card;4.4
635-28-5728;A;Nueva York;Normal;Male;Health and beauty;$ 168;$ 1.764;2/28/2019;19:33;Ewallet;4.8
756-49-0168;A;Nueva York;Member;Male;Fashion accessories;$ 197;$ 20.685;2/8/2019;11:39;Ewallet;9.5
438-23-1242;B;Chicago;Normal;Male;Electronic accessories;$ 53.116;$ 557.718;1/24/2019;10:38;Ewallet;8.9
238-45-6950;B;Chicago;Member;Male;Food and beverages;$ 5.372;$ 56.406;3/1/2019;20:03;Ewallet;6.4
607-65-2441;C;Houston;Member;Male;Health and beauty;$ 8.195;$ 860.475;3/10/2019;12:39;Credit card;6
386-27-7606;C;Houston;Member;Female;Home and lifestyle;$ 5.684;$ 59.682;3/23/2019;15:59;Credit card;8.1
137-63-5492;C;Houston;Normal;Male;Electronic accessories;$ 5.876;$ 61.698;1/29/2019;14:26;Ewallet;9
197-77-7132;B;Chicago;Member;Male;Electronic accessories;$ 73.248;$ 769.104;1/12/2019;18:22;Ewallet;6
805-86-0265;A;Nueva York;Normal;Male;Home and lifestyle;$ 84.564;$ 887.922;3/20/2019;11:32;Cash;9.8
733-29-1227;C;Houston;Normal;Male;Home and lifestyle;$ 38.927;$ 4.087.335;3/23/2019;12:41;Cash;8.5
451-73-2711;C;Houston;Normal;Male;Food and beverages;$ 8.483;$ 890.715;1/14/2019;15:20;Ewallet;8.8
373-14-0504;A;Nueva York;Member;Female;Sports and travel;$ 14.326;$ 150.423;2/12/2019;14:33;Ewallet;8.8
546-80-2899;A;Nueva York;Member;Male;Home and lifestyle;$ 7.538;$ 79.149;2/20/2019;15:29;Ewallet;9.5
345-68-9016;C;Houston;Member;Female;Sports and travel;$ 25.336;$ 266.028;1/2/2019;16:19;Credit card;5.6
390-17-5806;C;Houston;Member;Female;Food and beverages;$ 3.842;$ 40.341;2/2/2019;16:33;Cash;8.6
457-13-1708;B;Chicago;Member;Male;Fashion accessories;$ 6.523;$ 684.915;1/8/2019;19:07;Credit card;5.2
664-14-2882;C;Houston;Member;Female;Home and lifestyle;$ 5.265;$ 552.825;1/30/2019;14:43;Credit card;5.8
487-79-6868;B;Chicago;Member;Female;Home and lifestyle;$ 11.061;$ 1.161.405;3/26/2019;19:28;Credit card;8
314-23-4520;C;Houston;Member;Male;Health and beauty;$ 56.861;$ 5.970.405;1/15/2019;20:44;Cash;9
210-30-7976;B;Chicago;Member;Female;Fashion accessories;$ 8.928;$ 93.744;3/14/2019;11:16;Ewallet;4.1
585-86-8361;A;Nueva York;Normal;Female;Food and beverages;$ 1.364;$ 14.322;2/3/2019;10:31;Credit card;8.6
807-14-7833;A;Nueva York;Member;Female;Electronic accessories;$ 1.742;$ 18.291;2/22/2019;12:30;Ewallet;7
775-72-1988;B;Chicago;Normal;Male;Home and lifestyle;$ 3.664;$ 38.472;1/24/2019;15:05;Ewallet;8.4
288-38-3758;C;Houston;Member;Female;Fashion accessories;$ 25.461;$ 2.673.405;1/25/2019;18:30;Ewallet;7.4
652-43-6591;A;Nueva York;Normal;Female;Fashion accessories;$ 77.832;$ 817.236;3/9/2019;13:18;Credit card;6.2
785-96-0615;B;Chicago;Member;Female;Electronic accessories;$ 28.592;$ 300.216;2/17/2019;15:28;Ewallet;4.9
406-46-7107;A;Nueva York;Normal;Female;Home and lifestyle;$ 57.912;$ 608.076;1/11/2019;11:52;Cash;4.5
250-17-5703;A;Nueva York;Member;Male;Food and beverages;$ 1.885;$ 197.925;2/27/2019;18:24;Ewallet;5.6
156-95-3964;A;Nueva York;Normal;Female;Food and beverages;$ 22.156;$ 232.638;3/25/2019;15:19;Ewallet;8
842-40-8179;B;Chicago;Member;Female;Food and beverages;$ 772;$ 8.106;2/11/2019;10:38;Credit card;5.6
525-09-8450;B;Chicago;Normal;Male;Electronic accessories;$ 7.213;$ 757.365;1/31/2019;15:12;Credit card;4.2
410-67-1709;A;Nueva York;Member;Female;Fashion accessories;$ 51.104;$ 536.592;1/20/2019;17:48;Ewallet;9.9
587-73-4862;A;Nueva York;Member;Female;Health and beauty;$ 5.345;$ 561.225;3/26/2019;11:07;Ewallet;7.6
787-87-2010;A;Nueva York;Member;Male;Health and beauty;$ 222;$ 2.331;1/20/2019;15:48;Credit card;6.6
593-14-4239;B;Chicago;Normal;Female;Home and lifestyle;$ 76.368;$ 801.864;3/5/2019;19:40;Ewallet;4.7
801-88-0346;C;Houston;Normal;Female;Fashion accessories;$ 22.818;$ 239.589;1/5/2019;20:30;Credit card;9.8
388-76-2555;B;Chicago;Normal;Male;Sports and travel;$ 8.214;$ 86.247;2/13/2019;13:59;Cash;6.3
711-31-1234;B;Chicago;Normal;Female;Electronic accessories;$ 38.256;$ 401.688;3/16/2019;18:51;Cash;7.9
886-54-6089;A;Nueva York;Normal;Female;Home and lifestyle;$ 6.858;$ 72.009;1/15/2019;17:24;Cash;7.7
707-32-7409;B;Chicago;Member;Female;Sports and travel;$ 38.216;$ 401.268;2/26/2019;11:58;Ewallet;4.5
759-98-4285;C;Houston;Member;Female;Health and beauty;$ 60.109;$ 6.311.445;2/27/2019;19:01;Credit card;8
201-63-8275;C;Houston;Member;Female;Sports and travel;$ 47.593;$ 4.997.265;2/17/2019;16:50;Ewallet;5.7
471-06-8611;C;Houston;Normal;Female;Food and beverages;$ 5.242;$ 55.041;2/6/2019;10:22;Credit card;6.3
200-16-5952;C;Houston;Member;Male;Food and beverages;$ 1.313;$ 137.865;1/17/2019;16:46;Cash;6
120-54-2248;B;Chicago;Normal;Female;Food and beverages;$ 1.443;$ 151.515;1/22/2019;18:08;Credit card;8
102-77-2261;C;Houston;Member;Male;Health and beauty;$ 45.717;$ 4.800.285;3/5/2019;18:02;Credit card;4.2
875-31-8302;B;Chicago;Normal;Male;Sports and travel;$ 9.338;$ 98.049;1/3/2019;13:07;Cash;9.6
102-06-2002;C;Houston;Member;Male;Sports and travel;$ 12.625;$ 1.325.625;3/20/2019;17:52;Cash;6.1
457-94-0464;B;Chicago;Member;Male;Electronic accessories;$ 79.083;$ 8.303.715;1/31/2019;20:32;Ewallet;5.6
629-42-4133;C;Houston;Normal;Male;Health and beauty;$ 1.744;$ 18.312;2/19/2019;19:24;Cash;8.3
534-53-3526;A;Nueva York;Normal;Female;Sports and travel;$ 37.904;$ 397.992;2/11/2019;16:06;Ewallet;7.8
307-04-2070;A;Nueva York;Member;Female;Fashion accessories;$ 3.062;$ 32.151;2/5/2019;14:14;Credit card;4.1
468-99-7231;C;Houston;Normal;Female;Home and lifestyle;$ 35.208;$ 369.684;3/3/2019;17:36;Cash;8.8
516-77-6464;C;Houston;Member;Female;Health and beauty;$ 508;$ 5.334;2/24/2019;13:08;Ewallet;4.1
404-91-5964;A;Nueva York;Normal;Male;Electronic accessories;$ 52.206;$ 548.163;2/4/2019;16:09;Credit card;9
886-77-9084;C;Houston;Normal;Male;Electronic accessories;$ 57.512;$ 603.876;2/19/2019;11:33;Ewallet;5.5
790-38-4466;C;Houston;Normal;Female;Health and beauty;$ 5.495;$ 576.975;1/23/2019;10:18;Credit card;9.3
704-10-4056;C;Houston;Member;Male;Health and beauty;$ 18.141;$ 1.904.805;1/14/2019;10:55;Credit card;5.6
497-37-6538;A;Nueva York;Normal;Male;Sports and travel;$ 41.237;$ 4.329.885;1/17/2019;15:15;Ewallet;9.7
651-96-5970;A;Nueva York;Normal;Male;Fashion accessories;$ 4.641;$ 487.305;3/3/2019;20:06;Credit card;4
400-80-4065;C;Houston;Member;Male;Health and beauty;$ 2.742;$ 28.791;2/15/2019;20:21;Credit card;9.2
744-16-7898;B;Chicago;Normal;Female;Home and lifestyle;$ 9.737;$ 1.022.385;1/15/2019;13:48;Credit card;4.9
263-12-5321;A;Nueva York;Member;Male;Electronic accessories;$ 6.482;$ 68.061;2/27/2019;12:52;Credit card;9.3
702-72-0487;A;Nueva York;Normal;Female;Electronic accessories;$ 9.322;$ 97.881;2/26/2019;12:28;Credit card;6.6
605-83-1050;B;Chicago;Normal;Male;Fashion accessories;$ 5.436;$ 57.078;3/15/2019;16:26;Ewallet;4.3
443-60-9639;C;Houston;Member;Female;Home and lifestyle;$ 6.087;$ 639.135;1/24/2019;13:24;Cash;5.5
864-24-7918;A;Nueva York;Member;Female;Sports and travel;$ 2.449;$ 257.145;2/22/2019;15:15;Cash;8.1
359-94-5395;B;Chicago;Normal;Male;Health and beauty;$ 9.278;$ 97.419;3/15/2019;10:50;Credit card;9.8
401-09-4232;C;Houston;Member;Male;Home and lifestyle;$ 43.345;$ 4.551.225;2/11/2019;18:38;Ewallet;9.4
751-15-6198;B;Chicago;Normal;Male;Sports and travel;$ 13.806;$ 144.963;1/12/2019;16:45;Ewallet;7.9
324-41-6833;C;Houston;Member;Female;Electronic accessories;$ 2.416;$ 25.368;3/3/2019;19:30;Ewallet;5.1
474-33-8305;C;Houston;Member;Male;Fashion accessories;$ 47.173;$ 4.953.165;3/23/2019;13:23;Ewallet;6.9
759-29-9521;A;Nueva York;Member;Female;Fashion accessories;$ 44.064;$ 462.672;3/4/2019;11:27;Cash;8
831-81-6575;B;Chicago;Member;Female;Electronic accessories;$ 68.031;$ 7.143.255;2/23/2019;11:12;Cash;8
220-68-6701;A;Nueva York;Normal;Female;Home and lifestyle;$ 30.988;$ 325.374;3/17/2019;16:36;Cash;4.2
618-34-8551;A;Nueva York;Normal;Female;Sports and travel;$ 18.636;$ 195.678;1/16/2019;18:41;Credit card;8.5
257-60-7754;A;Nueva York;Normal;Female;Electronic accessories;$ 20.092;$ 210.966;1/8/2019;17:12;Cash;9
559-61-5987;B;Chicago;Normal;Female;Health and beauty;$ 1.775;$ 186.375;1/14/2019;10:38;Cash;8.6
189-55-2313;C;Houston;Normal;Female;Fashion accessories;$ 6.218;$ 65.289;1/31/2019;10:33;Ewallet;6
565-91-4567;B;Chicago;Normal;Male;Health and beauty;$ 86;$ 903;3/15/2019;14:38;Ewallet;6.2
380-60-5336;A;Nueva York;Normal;Female;Electronic accessories;$ 4.026;$ 42.273;2/24/2019;18:06;Credit card;5
815-04-6282;C;Houston;Member;Female;Sports and travel;$ 32.485;$ 3.410.925;2/8/2019;12:52;Credit card;6.5
674-56-6360;A;Nueva York;Normal;Male;Electronic accessories;$ 9.515;$ 999.075;3/22/2019;14:00;Cash;6
778-34-2523;A;Nueva York;Member;Female;Electronic accessories;$ 38.896;$ 408.408;1/24/2019;10:57;Cash;5
499-27-7781;B;Chicago;Normal;Female;Food and beverages;$ 42.568;$ 446.964;3/14/2019;16:45;Ewallet;5
477-59-2456;C;Houston;Normal;Female;Fashion accessories;$ 31.808;$ 333.984;1/23/2019;11:15;Cash;9.2
832-51-6761;A;Nueva York;Normal;Male;Food and beverages;$ 27.104;$ 284.592;1/19/2019;20:29;Ewallet;9.6
869-11-3082;B;Chicago;Member;Male;Health and beauty;$ 38.464;$ 403.872;1/27/2019;20:03;Credit card;8.4
190-59-3964;B;Chicago;Member;Male;Food and beverages;$ 2.358;$ 24.759;2/3/2019;14:35;Credit card;6
366-43-6862;B;Chicago;Normal;Male;Electronic accessories;$ 21.156;$ 222.138;3/25/2019;16:32;Ewallet;6.7
186-43-8965;A;Nueva York;Member;Female;Home and lifestyle;$ 9.536;$ 100.128;2/24/2019;10:10;Credit card;4.1
784-21-9238;C;Houston;Member;Male;Sports and travel;$ 1.017;$ 106.785;2/7/2019;14:15;Cash;5.9
276-75-6884;A;Nueva York;Normal;Female;Health and beauty;$ 20.613;$ 2.164.365;3/4/2019;10:05;Cash;8.7
109-86-4363;B;Chicago;Member;Female;Sports and travel;$ 42.056;$ 441.588;2/14/2019;11:36;Credit card;4.5
569-76-2760;A;Nueva York;Member;Female;Sports and travel;$ 8.804;$ 92.442;1/29/2019;18:15;Credit card;6.6
222-42-0244;B;Chicago;Member;Female;Health and beauty;$ 64.899;$ 6.814.395;1/28/2019;13:53;Credit card;7.7
760-53-9233;A;Nueva York;Member;Male;Fashion accessories;$ 12.384;$ 130.032;3/26/2019;18:37;Credit card;8.5
538-22-0304;C;Houston;Normal;Male;Electronic accessories;$ 6.495;$ 681.975;3/24/2019;18:27;Cash;5.2
416-17-9926;A;Nueva York;Member;Female;Electronic accessories;$ 7.422;$ 77.931;1/1/2019;14:42;Credit card;4.3
237-44-6163;A;Nueva York;Normal;Male;Electronic accessories;$ 8.448;$ 88.704;1/24/2019;17:43;Cash;7.6
636-17-0325;B;Chicago;Normal;Male;Health and beauty;$ 25.028;$ 262.794;2/25/2019;18:37;Cash;9.5
343-75-9322;B;Chicago;Member;Female;Sports and travel;$ 948;$ 9.954;1/9/2019;16:34;Cash;4.1
528-14-9470;A;Nueva York;Member;Male;Health and beauty;$ 913;$ 95.865;2/14/2019;14:42;Ewallet;9.2
427-45-9297;B;Chicago;Member;Female;Home and lifestyle;$ 28.511;$ 2.993.655;3/12/2019;11:01;Ewallet;5.4
807-34-3742;A;Nueva York;Normal;Male;Fashion accessories;$ 5.238;$ 54.999;3/26/2019;19:44;Cash;5.8
288-62-1085;A;Nueva York;Member;Male;Fashion accessories;$ 1.927;$ 202.335;1/9/2019;13:34;Ewallet;5.6
670-71-7306;B;Chicago;Normal;Male;Sports and travel;$ 26.778;$ 281.169;1/2/2019;20:08;Credit card;5.1
660-29-7083;C;Houston;Normal;Male;Electronic accessories;$ 5.587;$ 586.635;1/15/2019;15:01;Cash;5.8
271-77-8740;C;Houston;Member;Female;Sports and travel;$ 17.532;$ 184.086;1/1/2019;11:40;Ewallet;5
497-36-0989;A;Nueva York;Normal;Male;Fashion accessories;$ 15.582;$ 163.611;2/15/2019;15:21;Cash;7.9
291-59-1384;B;Chicago;Normal;Male;Electronic accessories;$ 603;$ 63.315;2/28/2019;17:38;Cash;6
860-73-6466;A;Nueva York;Member;Female;Sports and travel;$ 7.894;$ 82.887;3/2/2019;16:16;Credit card;5
549-23-9016;C;Houston;Member;Female;Food and beverages;$ 2.974;$ 31.227;2/13/2019;18:15;Credit card;8.9
896-34-0956;A;Nueva York;Normal;Male;Fashion accessories;$ 2.132;$ 22.386;1/26/2019;12:43;Cash;5.9
804-38-3935;A;Nueva York;Member;Male;Electronic accessories;$ 28.134;$ 295.407;1/30/2019;11:32;Credit card;5.9
585-90-0249;A;Nueva York;Member;Male;Electronic accessories;$ 7.326;$ 76.923;1/27/2019;18:08;Ewallet;9.7
862-29-5914;C;Houston;Normal;Female;Sports and travel;$ 2.238;$ 23.499;1/30/2019;17:08;Credit card;8.6
845-94-6841;C;Houston;Member;Female;Food and beverages;$ 65.592;$ 688.716;1/8/2019;19:38;Cash;4
125-45-2293;A;Nueva York;Normal;Female;Fashion accessories;$ 5.946;$ 62.433;1/19/2019;13:11;Cash;4.2
843-73-4724;A;Nueva York;Normal;Male;Fashion accessories;$ 741;$ 77.805;1/25/2019;11:05;Cash;9.2
409-33-9708;A;Nueva York;Normal;Female;Fashion accessories;$ 19.696;$ 206.808;2/19/2019;10:12;Ewallet;9.2
658-66-3967;C;Houston;Normal;Male;Health and beauty;$ 37.233;$ 3.909.465;1/14/2019;15:42;Ewallet;5
866-70-2814;B;Chicago;Normal;Female;Electronic accessories;$ 5.279;$ 554.295;2/25/2019;11:58;Ewallet;10
160-22-2687;A;Nueva York;Member;Female;Health and beauty;$ 47.975;$ 5.037.375;1/23/2019;14:21;Ewallet;8.8
895-03-6665;B;Chicago;Normal;Female;Fashion accessories;$ 32.859;$ 3.450.195;2/16/2019;10:52;Cash;4.2
770-42-8960;B;Chicago;Normal;Male;Food and beverages;$ 16.896;$ 177.408;1/1/2019;19:31;Cash;6.3
748-45-2862;A;Nueva York;Member;Female;Home and lifestyle;$ 11.324;$ 118.902;3/7/2019;18:35;Cash;8.2
234-36-2483;B;Chicago;Normal;Male;Health and beauty;$ 34.554;$ 362.817;2/15/2019;13:51;Cash;5.1
316-66-3011;A;Nueva York;Member;Female;Food and beverages;$ 42.867;$ 4.501.035;1/23/2019;12:35;Cash;5
848-95-6252;C;Houston;Member;Female;Home and lifestyle;$ 8.627;$ 905.835;2/20/2019;13:24;Ewallet;7
840-76-5966;A;Nueva York;Member;Male;Sports and travel;$ 2.552;$ 26.796;1/8/2019;18:06;Ewallet;7.8
152-03-4217;B;Chicago;Normal;Female;Home and lifestyle;$ 10.152;$ 106.596;3/17/2019;11:55;Credit card;4.3
533-66-5566;B;Chicago;Normal;Female;Home and lifestyle;$ 35.749;$ 3.753.645;1/12/2019;11:42;Cash;7
124-31-1458;A;Nueva York;Member;Female;Electronic accessories;$ 23.877;$ 2.507.085;1/8/2019;14:30;Cash;6.6
176-78-1170;C;Houston;Member;Male;Health and beauty;$ 10.143;$ 1.065.015;1/26/2019;15:11;Ewallet;7.3
361-59-0574;B;Chicago;Member;Male;Sports and travel;$ 72.424;$ 760.452;3/15/2019;14:48;Credit card;6.5
101-81-4070;C;Houston;Member;Female;Health and beauty;$ 12.564;$ 131.922;1/17/2019;12:36;Ewallet;4.9
631-34-1880;C;Houston;Member;Male;Food and beverages;$ 7.293;$ 765.765;1/8/2019;19:09;Credit card;4.3
852-82-2749;A;Nueva York;Normal;Male;Sports and travel;$ 25.836;$ 271.278;1/6/2019;13:35;Ewallet;9.3
873-14-6353;A;Nueva York;Member;Male;Food and beverages;$ 17.374;$ 182.427;2/16/2019;10:33;Credit card;7.1
584-66-4073;C;Houston;Normal;Male;Fashion accessories;$ 565;$ 59.325;3/13/2019;15:45;Ewallet;9.6
544-55-9589;B;Chicago;Member;Female;Electronic accessories;$ 2.143;$ 225.015;1/28/2019;11:51;Cash;6.2
166-19-2553;A;Nueva York;Member;Male;Sports and travel;$ 53.436;$ 561.078;1/18/2019;17:26;Cash;9.9
737-88-5876;A;Nueva York;Member;Male;Home and lifestyle;$ 9.316;$ 97.818;3/19/2019;11:52;Credit card;5.9
154-87-7367;C;Houston;Normal;Male;Home and lifestyle;$ 52.208;$ 548.184;3/15/2019;14:04;Ewallet;6.3
885-56-0389;C;Houston;Member;Male;Fashion accessories;$ 5.235;$ 549.675;2/12/2019;17:49;Cash;4
608-05-3804;B;Chicago;Member;Male;Electronic accessories;$ 3.975;$ 417.375;2/25/2019;20:19;Cash;6.1
448-61-3783;A;Nueva York;Normal;Female;Electronic accessories;$ 72.016;$ 756.168;3/21/2019;16:08;Credit card;4.5
761-49-0439;B;Chicago;Member;Female;Electronic accessories;$ 968;$ 10.164;1/19/2019;10:17;Ewallet;8.6
490-95-0021;B;Chicago;Member;Female;Food and beverages;$ 3.321;$ 348.705;1/8/2019;14:25;Ewallet;6
115-38-7388;C;Houston;Member;Female;Fashion accessories;$ 8.144;$ 85.512;3/30/2019;12:51;Credit card;9.5
311-13-6971;B;Chicago;Member;Male;Sports and travel;$ 3.199;$ 335.895;2/20/2019;15:18;Credit card;9.9
291-55-6563;A;Nueva York;Member;Female;Home and lifestyle;$ 20.652;$ 216.846;3/30/2019;12:45;Ewallet;7.5
548-48-3156;A;Nueva York;Member;Female;Food and beverages;$ 16.668;$ 175.014;3/19/2019;13:37;Cash;7.6
460-93-5834;A;Nueva York;Normal;Male;Sports and travel;$ 31.906;$ 335.013;1/13/2019;10:03;Cash;5
325-89-4209;A;Nueva York;Member;Male;Food and beverages;$ 879;$ 92.295;2/5/2019;19:42;Ewallet;6.7
884-80-6021;A;Nueva York;Member;Female;Electronic accessories;$ 7.347;$ 771.435;3/23/2019;13:14;Ewallet;9.5
137-74-8729;C;Houston;Normal;Female;Fashion accessories;$ 9.752;$ 102.396;3/13/2019;12:47;Ewallet;6.8
880-46-5796;A;Nueva York;Member;Male;Sports and travel;$ 7.692;$ 80.766;3/17/2019;19:53;Ewallet;5.6
389-70-2397;C;Houston;Normal;Female;Health and beauty;$ 4.183;$ 439.215;2/21/2019;10:26;Cash;7.2
114-35-5271;B;Chicago;Normal;Female;Electronic accessories;$ 46.328;$ 486.444;2/7/2019;15:06;Cash;8.1
607-76-6216;C;Houston;Member;Female;Fashion accessories;$ 46.245;$ 4.855.725;3/2/2019;16:35;Credit card;8.6
715-20-1673;B;Chicago;Normal;Male;Electronic accessories;$ 1.419;$ 148.995;3/6/2019;20:57;Cash;9.4
811-35-1094;B;Chicago;Member;Male;Electronic accessories;$ 3.027;$ 317.835;2/6/2019;15:16;Credit card;8.9
699-88-1972;B;Chicago;Normal;Male;Health and beauty;$ 79.328;$ 832.944;1/28/2019;17:47;Credit card;4.2
